dtsn&600,ack_size_sum,nack_size_sum,data_size_sum,ack_size_count,nack_size_count,data_size_count,time,extra_parm
0.0,26583,120930,721630,2989,4264,7222,79898,[];sim_time500000.0,
0.2,null,null,null,null,null,null,null,null;sim_time500000.0,
0.4,null,null,null,null,null,null,null,null;sim_time500000.0,
